,Elong %,Hydrogen Ml/100gm,Moisture,YS(Kgf/mm2),UTS,Hardness,Ferrite (Fn),Hardness_Scale,V,C,Cr,Mn,Mo,Ni,P ,S ,Si ,Cb,UTS(Kg/mm2),Cu,Category,Elongation
716,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
717,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
718,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
719,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15,  LOW ALLOY(SPL),9.0
720,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,,  LOW ALLOY(SPL),8.5
721,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,,  LOW ALLOY(SPL),8.5
722,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,,  LOW ALLOY(SPL),8.5
723,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,,  LOW ALLOY(SPL),8.5
724,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
725,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
726,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
727,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
728,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
729,8.5,4.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
730,8.5,4.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
731,8.5,4.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
732,9.5,,,230.5,,,,HRC,0.30000000000000004,0.095,1.25,0.65,0.525,,0.015,0.015,0.35,,275.5,,  LOW ALLOY(SPL),9.5
733,9.5,,,230.5,,,,HRC,0.30000000000000004,0.095,1.25,0.65,0.525,,0.015,0.015,0.35,,275.5,,  LOW ALLOY(SPL),9.5
734,9.5,,,230.5,,,,HRC,0.30000000000000004,0.095,1.25,0.65,0.525,,0.015,0.015,0.35,,275.5,,  LOW ALLOY(SPL),9.5
735,8.0,,,265.0,,,,HRC,0.25,0.125,1.25,0.5,1.1,0.2,0.01,0.01,0.25,,310.0,,  LOW ALLOY(SPL),8.0
736,8.0,,,265.0,,,,HRC,0.25,0.125,1.25,0.5,1.1,0.2,0.01,0.01,0.25,,310.0,,  LOW ALLOY(SPL),8.0
737,8.0,,,265.0,,,,HRC,0.25,0.125,1.25,0.5,1.1,0.2,0.01,0.01,0.25,,310.0,,  LOW ALLOY(SPL),8.0
738,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.08,2.4,0.5,0.15,0.25,0.0075,0.0075,0.3,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
739,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.08,2.4,0.5,0.15,0.25,0.0075,0.0075,0.3,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
740,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.08,2.4,0.5,0.15,0.25,0.0075,0.0075,0.3,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
741,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),8.5
742,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),8.5
743,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),8.5
744,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),8.5
745,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),8.5
746,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
747,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
748,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
749,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
750,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
751,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
752,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
753,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
754,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
755,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
756,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,,  LOW ALLOY(SPL),9.5
757,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,,  LOW ALLOY(SPL),9.5
758,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,,  LOW ALLOY(SPL),9.5
759,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,,  LOW ALLOY(SPL),9.5
760,9.5,5.0,0.1,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
761,9.5,5.0,0.1,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
762,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
763,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
764,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
765,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
766,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
767,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
768,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
769,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
770,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
771,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
772,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
773,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
774,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15,  LOW ALLOY(SPL),9.5
775,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
776,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
777,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
778,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
779,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
780,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
781,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
782,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
783,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
784,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
785,8.5,,,265.0,,,,HRC,,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
786,8.5,,,265.0,,,,HRC,,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
787,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
788,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
789,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
790,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
791,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
792,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
793,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
794,23.5,5.0,0.075,600.0,,,,HRC,0.2,0.1,9.25,0.5,1.05,0.35,0.0075,0.005,0.25,0.065,760.0,0.05,  LOW ALLOY(SPL),23.5
795,23.5,,,600.0,,,,HRC,0.2,0.1,9.25,0.5,1.05,0.35,0.0075,0.005,0.25,0.065,760.0,0.05,  LOW ALLOY(SPL),23.5
796,23.5,,,600.0,,,,HRC,0.2,0.1,9.25,0.5,1.05,0.35,0.0075,0.005,0.25,0.065,760.0,0.05,  LOW ALLOY(SPL),23.5
797,8.5,,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125,  LOW ALLOY(SPL),8.5
798,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
799,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
800,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125,  LOW ALLOY(SPL),
801,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
802,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
803,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
804,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
805,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
806,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
807,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125,  LOW ALLOY(SPL),
808,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
809,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
810,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125,  LOW ALLOY(SPL),
811,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125,  LOW ALLOY(SPL),
812,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125,  LOW ALLOY(SPL),8.5
813,8.5,,0.075,265.0,,,,HRC,0.225,0.115,9.0,0.6,0.5,0.5,0.01,0.0075,0.3,0.05,310.0,0.125,  LOW ALLOY(SPL),8.5
814,8.5,,0.075,265.0,,,,HRC,0.225,0.115,9.0,0.6,0.5,0.5,0.01,0.0075,0.3,0.05,310.0,0.125,  LOW ALLOY(SPL),8.5
815,9.5,5.0,0.1,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
816,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
817,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
818,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
819,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,,  LOW ALLOY(SPL),9.5
820,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
821,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
822,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
823,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
824,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
825,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
826,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
827,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
828,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
829,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
830,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
831,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
832,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
833,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
834,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
835,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
836,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15,  LOW ALLOY(SPL),11.0
837,9.5,5.0,0.1,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
838,9.5,,,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
839,9.5,,,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
840,9.5,,,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,,  LOW ALLOY(SPL),9.5
841,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,,  LOW ALLOY(SPL),11.0
842,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,,  LOW ALLOY(SPL),11.0
843,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,,  LOW ALLOY(SPL),11.0
844,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,,  LOW ALLOY(SPL),11.0
845,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,,  LOW ALLOY(SPL),11.0
846,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,,  LOW ALLOY(SPL),11.0
847,8.5,5.0,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
848,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
849,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
850,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
851,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,,  LOW ALLOY(SPL),8.5
852,11.0,,0.15,195.0,,,,HRC,,0.06,,0.45,0.525,,0.015,0.015,0.4,,245.0,,  LOW ALLOY(SPL),11.0
853,,,,,,,,HRC,,0.015,20.75,1.75,0.25,10.0,0.015,0.01,0.25,,,,  MIG WIRE,
854,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  MIG WIRE,17.5
855,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375,  MIG WIRE,17.5
856,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  MIG WIRE,15.0
857,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375,  MIG WIRE,15.0
858,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  MIG WIRE,15.0
859,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375,  MIG WIRE,15.0
860,15.0,,,,520.0,,,HRC,,0.04,20.25,1.75,0.375,10.0,0.015,0.015,0.475,0.5,760.0,0.375,  MIG WIRE,15.0
861,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375,  MIG WIRE,10.0
862,61.0,,,699.5,,,,HRC,0.015,0.035,0.075,1.15,0.075,0.075,0.0125,0.0175,0.55,,739.5,0.25,  MIG WIRE,61.0
863,59.5,,,734.5,,,,HRC,,0.095,1.35,0.55,0.525,0.1,0.0125,0.0125,0.55,,774.5,0.175,  MIG WIRE,59.5
864,8.5,,,270.0,,,,HRC,,0.095,2.5,0.55,1.05,0.1,0.0125,0.0125,0.55,,310.0,0.175,  MIG WIRE,8.5
865,,,,,,,,HRC,,1.05,28.5,,,1.5,,,1.1,,,,  OTHER MATRL,
866,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
867,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
868,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
869,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
870,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
871,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
872,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
873,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
874,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
875,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
876,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
877,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
878,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
879,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
880,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
881,,,,,,,,HRC,,,,,,,,,,,,,  SAW FLUX,
882,,,,,,,,HRC,,0.015,20.75,1.75,0.25,10.0,0.015,0.01,0.25,,,,  SAW WIRE,
883,,,,,,,,HRC,,0.015,19.0,1.75,2.5,12.5,0.015,0.01,0.25,,,0.125,  SAW WIRE,
884,,,,,,,,HRC,,0.015,19.0,1.75,2.5,12.5,0.015,0.01,0.25,,,0.125,  SAW WIRE,
885,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175,  SAW WIRE,
886,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175,  SAW WIRE,
887,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175,  SAW WIRE,
888,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175,  SAW WIRE,
889,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175,  SAW WIRE,
890,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175,  SAW WIRE,
891,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175,  SAW WIRE,
892,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175,  SAW WIRE,
893,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175,  SAW WIRE,
