,Elong %,Hydrogen Ml/100gm,Moisture,YS(Kgf/mm2),UTS,Hardness,Ferrite (Fn),Hardness_Scale,V,C,Cr,Mn,Mo,Ni,P ,S ,Si ,Cb,UTS(Kg/mm2),Cu
164,8.5,,,270.0,,,,HRC,,0.095,2.5,0.55,1.05,0.1,0.0125,0.0125,0.55,,310.0,0.175
165,8.5,,,235.0,,,,HRC,,0.025,2.5,0.55,1.05,0.1,0.0125,0.0125,0.55,,275.0,0.175
166,8.5,,,285.0,,,,HRC,,0.05,5.25,0.55,0.55,0.3,0.0125,0.0125,0.25,,235.0,0.175
167,8.5,,,285.0,,,,HRC,,0.05,5.25,0.55,0.55,0.3,0.0125,0.0125,0.25,,235.0,0.175
168,8.5,,,285.0,,,,HRC,,0.05,5.25,0.55,0.55,0.3,0.0125,0.0125,0.25,,235.0,0.175
169,8.5,,,285.0,,,,HRC,,0.05,5.25,0.55,0.55,0.3,0.0125,0.0125,0.25,,235.0,0.175
170,8.5,,,285.0,,,,HRC,,0.05,9.25,0.55,1.0,0.25,0.0125,0.0125,0.25,,275.0,0.175
171,8.5,,,285.0,,,,HRC,,0.05,9.25,0.55,1.0,0.25,0.0125,0.0125,0.25,,275.0,0.175
172,8.5,,,285.0,,,,HRC,,0.05,9.25,0.55,1.0,0.25,0.0125,0.0125,0.25,,275.0,0.175
173,8.5,,,285.0,,,,HRC,,0.05,9.25,0.55,1.0,0.25,0.0125,0.0125,0.25,,275.0,0.175
174,8.0,,,205.0,,,,HRC,0.225,0.1,9.25,0.6,1.025,0.4,0.005,0.005,0.325,,310.0,0.1
175,8.0,,,205.0,,,,HRC,0.225,0.1,9.25,0.6,1.025,0.4,0.005,0.005,0.325,,310.0,0.1
176,8.0,,,205.0,,,,HRC,0.225,0.1,9.25,0.6,1.025,0.4,0.005,0.005,0.325,,310.0,0.1
177,8.0,,,205.0,,,,HRC,0.225,0.1,9.25,0.6,1.025,0.4,0.005,0.005,0.325,,310.0,0.1
178,8.5,,,235.0,,,,HRC,,0.095,,1.85,0.5,0.075,0.0125,0.0125,0.65,,275.0,0.25
179,8.5,,,235.0,,,,HRC,,0.095,,1.85,0.5,0.075,0.0125,0.0125,0.65,,275.0,0.25
180,8.5,,,235.0,,,,HRC,,0.095,,1.85,0.5,0.075,0.0125,0.0125,0.65,,275.0,0.25
181,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375
182,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375
183,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375
184,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25
185,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25
186,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25
187,15.0,,,,760.0,,,HRC,,0.05,21.5,0.25,9.0,29.0,0.01,0.0075,0.25,,,0.25
188,10.0,,,,620.0,,,HRC,,0.1,22.0,0.5,9.0,,0.015,0.0075,0.5,,,0.25
189,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,
190,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,
191,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,
192,65.0,,,,480.0,,,HRC,,0.075,,2.0,,65.5,0.01,0.0075,0.625,,,
193,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125
194,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125
195,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125
196,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125
197,10.0,,,,380.0,,,HRC,,0.075,,0.5,,46.5,0.015,0.0075,0.375,,,0.125
198,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25
199,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25
200,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25
201,12.5,,,,690.0,,,HRC,0.175,0.01,15.5,0.5,16.0,,0.02,0.015,0.04,,,0.25
202,12.5,,,,,,,HRC,0.175,0.0075,21.25,0.25,13.5,,0.01,0.005,0.04,,,0.25
203,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375
204,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375
205,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375
206,,,,,,,,HRC,,0.015,22.5,1.25,3.0,8.5,0.015,0.015,0.45,,,0.375
207,7.5,,,,,,,HRC,,0.02,25.5,0.75,3.4,5.5,0.02,0.015,0.5,,380.0,1.875
208,,,,,,,,HRC,,0.02,25.5,0.75,3.4,5.5,0.02,0.015,0.5,,,1.875
209,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75
210,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75
211,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75
212,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75
213,7.5,,,,760.0,,,HRC,,0.015,25.5,1.25,3.5,9.25,0.015,0.01,0.5,,,0.75
214,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,
215,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,
216,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,
217,,,,,570.0,,,HRC,,0.02,19.0,1.75,,10.0,0.02,0.015,0.475,,,
218,17.5,,,,550.0,,,HRC,,0.04,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375
219,17.5,,,,550.0,,,HRC,,0.04,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375
220,17.5,,,,550.0,,,HRC,,0.04,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375
221,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,,0.375
222,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,775.0,0.375
223,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,,0.375
224,17.5,,,,550.0,,,HRC,,0.06,20.75,1.75,0.25,10.0,0.015,0.015,0.475,,,0.375
225,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
226,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
227,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
228,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
229,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
230,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
231,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,260.0,0.375
232,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
233,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
234,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
235,15.0,,,,550.0,,,HRC,,0.06,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
236,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
237,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
238,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
239,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
240,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
241,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
242,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375
243,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375
244,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375
245,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,2.5,13.0,0.015,0.015,0.475,,,0.375
